qual,dp
999,99
999,42
999,34
999,33
999,22
999,265
999,62
999,31
999,59
999,224
999,34
999,224
999,34
999,13
999,15
999,374
999,97
999,62
999,77
999,90
999,25
999,144
999,61
999,47
999,60
999,81
999,46
999,71
999,235
999,232
999,32
999,70
999,10
999,163
999,49
999,188
999,295
999,38
999,130
999,306
999,18
999,153
999,32
999,93
999,254
999,281
999,32
999,159
999,167
999,37
999,16
999,187
999,15
999,161
999,30
999,55
999,85
999,140
999,15
999,84
999,122
999,78
999,70
999,177
999,279
999,120
999,333
999,30
999,119
999,28
999,19
999,406
999,24
999,18
999,56
999,14
999,38
999,56
999,99
999,99
999,56
999,7
999,100
999,22
999,80
999,118
999,18
999,225
999,56
999,64
999,34
999,129
999,96
999,7
999,17
999,37
999,30
999,76
999,58
999,97
999,33
999,54
999,105
999,30
999,333
999,42
999,80
999,238
999,29
999,29
999,24
999,24
999,8
999,224
999,24
999,19
999,26
999,10
999,29
999,88
999,9
999,21
999,138
999,25
999,35
999,28
999,96
999,167
999,139
999,20
999,50
999,9
999,11
999,47
999,53
999,14
999,248
999,30
999,49
999,142
999,10
999,140
999,192
999,29
999,18
999,19
999,60
999,11
999,26
999,56
999,20
999,13
999,17
999,50
999,19
999,28
999,52
999,406
999,40
999,53
999,23
999,280
999,162
999,22
999,22
999,52
999,31
999,15
999,35
999,12
999,38
999,94
999,11
999,91
999,66
999,189
999,384
999,50
999,54
999,35
999,239
999,39
999,137
999,78
999,68
999,66
999,115
999,29
999,120
999,21
999,7
999,316
999,85
999,102
999,29
999,403
999,39
999,97
999,30
999,155
999,8
999,195
999,50
999,38
999,16
999,35
999,29
999,327
999,39
999,32
999,23
999,23
999,220
999,50
999,153
999,52
999,22
999,442
999,15
999,16
999,7
999,55
999,9
999,97
999,42
999,97
999,204
999,128
999,64
999,121
999,11
999,16
999,69
999,11
999,84
999,104
999,152
999,20
999,89
999,120
999,70
999,56
999,12
999,26
999,38
999,300
999,19
999,31
999,21
999,19
999,60
999,107
999,117
999,257
999,96
999,115
999,111
999,55
999,34
999,78
999,20
999,18
999,54
999,74
999,49
999,38
999,185
999,45
999,44
999,86
999,110
999,15
999,61
999,168
999,173
999,152
999,15
999,41
999,80
999,42
999,30
999,40
999,136
999,9
999,43
999,194
999,34
999,54
999,108
999,38
999,322
999,34
999,135
999,44
999,229
999,70
999,110
999,51
999,96
999,32
999,36
999,250
999,56
999,183
999,52
999,49
999,7
999,502
999,50
999,18
999,102
999,108
999,54
999,101
999,62
999,176
999,141
999,50
999,11
999,252
999,81
999,21
999,36
999,169
999,41
999,187
999,36
999,124
999,12
999,37
999,72
999,8
999,8
999,22
999,72
999,70
999,86
999,149
999,19
999,89
999,34
999,178
999,64
999,37
999,35
999,39
999,38
999,34
999,30
999,328
999,29
999,13
999,239
999,116
999,47
999,91
999,80
999,35
999,47
999,40
999,24
999,67
999,18
999,46
999,37
999,29
999,133
999,132
999,45
999,21
999,58
999,83
999,416
999,25
999,9
999,194
999,58
999,37
999,369
999,14
999,168
999,55
999,49
999,94
999,39
999,36
999,24
999,39
999,147
999,58
999,523
999,56
999,43
999,56
999,38
999,10
999,40
999,153
999,14
999,126
999,72
999,21
999,68
999,164
999,56
999,20
999,124
999,14
999,100
999,15
999,8
999,116
999,60
999,184
999,22
999,44
999,45
999,30
999,9
999,59
999,18
999,116
999,47
999,58
999,6
999,36
999,242
999,28
999,208
999,82
999,61
999,69
999,110
999,72
999,56
999,17
999,56
999,347
999,96
999,123
999,270
999,47
999,9
999,12
999,19
999,208
999,101
999,308
999,80
999,132
999,14
999,10
999,44
999,22
999,29
999,235
999,16
999,42
999,37
999,39
999,38
999,485
999,61
999,138
999,16
999,20
999,58
999,46
999,75
999,80
999,20
999,28
999,289
999,76
999,64
999,95
999,8
999,32
999,11
999,505
999,63
999,11
999,114
999,113
999,17
999,21
999,61
999,121
999,98
999,86
999,524
999,55
999,50
999,161
999,31
999,31
999,50
999,36
999,12
999,97
999,89
999,138
999,23
999,171
999,59
999,45
999,17
999,41
999,29
999,27
999,25
999,36
999,72
999,170
999,9
999,33
999,35
999,97
999,77
999,31
999,19
999,403
999,371
999,10
999,21
999,10
999,168
999,20
999,14
999,22
999,12
999,19
999,35
999,205
999,45
999,9
999,155
999,72
999,64
999,495
999,36
999,22
999,151
999,76
999,21
999,78
999,77
999,13
999,242
999,73
999,24
999,50
999,228
999,14
999,110
999,46
999,348
999,47
999,12
999,200
999,244
999,63
999,115
999,11
999,37
999,37
999,61
999,10
999,102
999,29
999,17
999,22
999,67
999,53
999,49
999,100
999,274
999,27
999,84
999,73
999,70
999,28
999,18
999,51
999,529
999,135
999,31
999,18
999,523
999,110
999,53
999,128
999,97
999,15
999,56
999,223
999,31
999,110
999,44
999,68
999,13
999,34
999,401
999,181
999,31
999,114
999,44
999,33
999,25
999,38
999,8
999,144
999,16
999,121
999,208
999,41
999,61
999,18
999,96
999,79
999,118
999,57
999,154
999,73
999,74
999,16
999,48
999,69
999,191
999,14
999,207
999,33
999,243
999,95
999,20
999,25
999,43
999,18
999,48
999,32
999,24
999,166
999,117
999,36
999,45
999,146
999,104
999,76
999,23
999,16
999,9
999,36
999,143
999,43
999,14
999,69
999,77
999,83
999,38
999,330
999,65
999,44
999,99
999,25
999,24
999,29
999,72
999,516
999,36
999,121
999,98
999,91
999,26
999,17
999,66
999,37
999,223
999,195
999,52
999,40
999,39
999,82
999,9
999,34
999,22
999,45
999,14
999,40
999,411
999,51
999,26
999,389
999,24
999,118
999,13
999,224
999,19
999,36
999,23
999,349
999,31
999,23
999,44
999,82
999,31
999,101
999,40
999,17
999,13
999,22
999,28
999,71
999,8
999,17
999,218
999,279
999,74
999,29
999,12
999,32
999,37
999,10
999,47
999,169
999,105
999,523
999,72
999,236
999,304
999,111
999,15
999,16
999,116
999,26
999,22
999,43
999,57
999,20
999,12
999,172
999,25
999,90
999,31
999,20
999,469
999,40
999,15
999,147
999,43
999,21
999,69
999,42
999,42
999,143
999,34
999,42
999,27
999,97
999,83
999,24
999,131
999,68
999,41
999,21
999,23
999,40
999,41
999,50
999,36
999,109
999,323
999,98
999,274
999,11
999,522
999,35
999,15
999,20
999,136
999,35
999,152
999,121
999,31
999,35
999,116
999,10
999,32
999,10
999,15
999,166
999,274
999,33
999,259
999,102
999,48
999,11
999,19
999,32
999,70
999,251
999,23
999,65
999,44
999,52
999,21
999,60
999,25
999,192
999,27
999,21
999,56
999,8
999,10
999,15
999,15
999,80
999,103
999,104
999,31
999,21
999,72
999,38
999,150
999,29
999,24
999,21
999,12
999,18
999,9
999,29
999,158
999,112
999,167
999,76
999,105
999,34
999,16
999,130
999,18
999,80
999,199
999,44
999,77
999,133
999,77
999,165
999,11
999,37
999,33
999,22
999,84
999,86
999,32
999,205
999,10
999,271
999,120
999,26
999,35
999,70
999,27
999,20
999,138
999,9
999,12
999,18
999,33
999,86
999,195
999,17
999,15
999,14
999,535
999,16
999,378
999,186
999,140
999,24
999,192
999,83
999,13
999,8
999,39
999,78
999,73
999,25
999,72
999,23
999,12
999,37
999,17
999,206
999,32
999,80
999,14
999,47
999,233
999,82
999,24
999,11
999,58
999,247
999,145
999,122
999,37
999,10
999,88
999,45
999,29
999,10
999,89
999,47
999,24
999,40
999,68
999,39
999,86
999,17
999,124
999,40
999,13
999,107
999,41
999,76
999,39
999,14
999,17
999,25
999,40
999,297
999,54
999,77
999,198
999,100
999,27
999,22
999,54
999,40
999,69
999,71
999,52
999,70
999,111
999,431
999,39
999,8
999,72
999,62
999,7
999,37
999,188
999,70
999,71
999,124
999,129
999,168
999,25
999,71
999,18
999,36
999,15
999,62
999,31
999,226
999,38
999,36
999,119
999,36
999,25
999,69
999,21
999,93
999,18
999,11
999,46
999,13
999,192
999,77
999,9
999,115
999,479
999,71
999,17
999,28
999,78
999,324
999,209
999,14
999,63
999,42
999,55
999,21
999,101
999,7
999,77
999,38
999,27
999,70
999,55
999,69
999,33
999,75
999,51
999,24
999,87
999,13
999,72
999,52
999,200
999,10
999,32
999,46
999,55
999,100
999,127
999,319
999,37
999,23
999,378
999,17
999,21
999,142
999,31
999,16
999,217
999,81
999,105
999,47
999,407
999,142
999,134
999,23
999,382
999,28
999,42
999,25
999,180
999,82
999,48
999,10
999,128
999,44
999,160
999,11
999,107
999,126
999,59
999,81
999,29
999,30
999,178
999,92
999,67
999,112
999,40
999,127
999,23
999,48
999,72
999,24
999,43
999,20
999,98
999,19
999,27
999,28
999,7
999,18
999,71
999,29
999,47
999,14
999,452
999,107
999,88
999,141
999,204
999,456
999,79
999,58
999,99
999,91
999,31
999,55
999,122
999,62
999,430
999,8
999,190
999,13
999,29
999,86
999,23
999,69
999,154
999,84
999,223
999,21
999,15
999,115
999,51
999,24
999,10
999,73
999,31
999,228
999,428
999,36
999,39
999,17
999,64
999,44
999,65
999,26
999,92
999,109
999,108
999,24
999,19
999,70
999,50
999,37
999,109
999,169
999,20
999,80
999,29
999,17
999,132
999,342
999,94
999,245
999,24
999,124
999,37
999,18
999,89
999,248
999,6
999,52
999,60
999,119
999,10
999,9
999,76
999,28
999,220
999,28
999,94
999,174
999,25
999,11
999,13
999,61
999,7
999,19
999,20
999,236
999,22
999,176
999,34
999,20
999,85
999,166
999,510
999,90
999,290
999,61
999,28
999,312
999,67
999,99
999,30
999,81
999,9
999,10
999,283
999,119
999,31
999,79
999,198
999,101
999,39
999,17
999,259
999,26
999,29
999,21
999,17
999,28
999,85
999,20
999,14
999,35
999,163
999,35
999,19
999,52
999,8
999,195
999,23
999,71
999,24
999,58
999,347
999,129
999,203
999,41
999,373
999,39
999,75
999,48
999,347
999,55
999,94
999,111
999,44
999,48
999,37
999,27
999,13
999,80
999,179
999,87
999,7
999,43
999,29
999,9
999,69
999,424
999,39
999,20
999,16
999,70
999,116
999,109
999,61
999,23
999,23
999,15
999,263
999,104
999,56
999,36
999,45
999,14
999,8
999,10
999,107
999,83
999,31
999,28
999,19
999,43
999,112
999,50
999,97
999,33
999,26
999,33
999,112
999,135
999,37
999,45
999,61
999,41
999,24
999,38
999,24
999,80
999,60
999,35
999,109
999,171
999,173
999,170
999,9
999,48
999,27
999,16
999,39
999,76
999,20
999,45
999,244
999,11
999,16
999,158
999,206
999,13
999,154
999,151
999,310
999,16
999,21
999,25
999,34
999,53
999,28
999,16
999,25
999,73
999,46
999,9
999,83
999,14
999,112
999,34
999,24
999,113
999,268
999,139
999,83
999,150
999,9
999,30
999,216
999,26
999,39
999,21
999,15
999,18
999,49
999,212
999,73
999,13
999,56
999,41
999,73
999,19
999,66
999,8
999,101
999,306
999,23
999,273
999,24
999,9
999,50
999,12
999,56
999,522
999,84
999,142
999,44
999,84
999,17
999,26
999,34
999,204
999,166
999,51
999,9
999,67
999,33
999,541
999,234
999,335
999,70
999,45
999,12
999,81
999,7
999,46
999,27
999,437
999,15
999,26
999,39
999,15
999,138
999,21
999,225
999,20
999,23
999,51
999,219
999,23
999,206
999,150
999,50
999,91
999,43
999,396
999,111
999,119
999,72
999,148
999,150
999,150
999,119
999,28
999,88
999,349
999,131
999,22
999,155
999,59
999,230
999,121
999,30
999,39
999,110
999,126
999,108
999,66
999,37
999,197
999,63
999,17
999,21
999,35
999,12
999,48
999,23
999,279
999,19
999,20
999,40
999,214
999,13
999,57
999,333
999,286
999,126
999,149
999,8
999,41
999,96
999,245
999,84
999,69
999,23
999,114
999,8
999,161
999,21
999,29
999,72
999,34
999,79
999,24
999,39
999,9
999,20
999,82
999,43
999,95
999,132
999,138
999,71
999,54
999,41
999,191
999,208
999,174
999,452
999,20
999,16
999,13
999,182
999,28
999,50
999,13
999,86
999,430
999,15
999,25
999,9
999,50
999,22
999,65
999,25
999,113
999,100
999,29
999,16
999,19
999,41
999,62
999,358
999,63
999,95
999,15
999,136
999,152
999,51
999,46
999,15
999,37
999,307
999,48
999,97
999,258
999,10
999,42
999,44
999,166
999,22
999,529
999,28
999,14
999,22
999,47
999,131
999,18
999,34
999,76
999,122
999,17
999,49
999,12
999,291
999,40
999,21
999,101
999,166
999,493
999,29
999,124
999,43
999,19
999,390
999,11
999,50
999,41
999,30
999,20
999,98
999,9
999,121
999,13
999,52
999,78
999,17
999,23
999,22
999,36
999,244
999,173
999,35
999,14
999,13
999,62
999,236
999,148
999,88
999,37
999,45
999,10
999,179
999,81
999,20
999,30
999,70
999,77
999,44
999,153
999,62
999,22
999,26
999,58
999,51
999,69
999,116
999,16
999,87
999,14
999,8
999,18
999,346
999,42
999,520
999,55
999,369
999,156
999,29
999,366
999,24
999,95
999,18
999,9
999,15
999,38
999,202
999,19
999,118
999,16
999,9
999,75
999,54
999,16
999,14
999,60
999,23
999,120
999,93
999,27
999,154
999,129
999,73
999,81
999,317
999,46
999,43
999,195
999,21
999,57
999,75
999,53
999,155
999,80
999,111
999,52
999,18
999,11
999,26
999,247
999,108
999,9
999,216
999,22
999,52
999,56
999,155
999,197
999,50
999,20
999,30
999,208
999,117
999,41
999,99
999,289
999,61
999,440
999,48
999,11
999,141
999,106
999,63
999,97
999,37
999,21
999,16
999,26
999,11
999,31
999,137
999,142
999,137
999,27
999,32
999,28
999,40
999,8
999,119
999,11
999,55
999,15
999,31
999,28
999,218
999,12
999,10
999,17
999,215
999,104
999,102
999,69
999,139
999,47
999,142
999,45
999,26
999,39
999,32
999,371
999,43
999,27
999,50
999,35
999,20
999,24
999,50
999,33
999,20
999,38
999,36
999,17
999,37
999,90
999,133
999,37
999,11
999,34
999,18
999,63
999,26
999,31
999,155
999,16
999,151
999,176
999,68
999,186
999,122
999,108
999,32
999,34
999,132
999,101
999,16
999,17
999,20
999,37
999,56
999,42
999,124
999,102
999,174
999,61
999,12
999,67
999,12
999,39
999,33
999,35
999,94
999,27
999,117
999,153
999,56
999,33
999,166
999,242
999,67
999,146
999,46
999,315
999,39
999,82
999,138
999,61
999,81
999,9
999,10
999,25
999,20
999,19
999,528
999,128
999,33
999,23
999,51
999,68
999,88
999,20
999,10
999,50
999,60
999,278
999,86
999,72
999,33
999,157
999,69
999,119
999,79
999,179
999,43
999,13
999,40
999,93
999,76
999,137
999,18
999,26
999,55
999,31
999,17
999,205
999,171
999,53
999,108
999,33
999,11
999,48
999,55
999,72
999,97
999,276
999,8
999,96
999,92
999,186
999,10
999,119
999,18
999,67
999,59
999,318
999,106
999,50
999,16
999,31
999,32
999,10
999,158
999,9
999,27
999,123
999,122
999,39
999,145
999,53
999,511
999,71
999,88
999,64
999,74
999,85
999,7
999,38
999,228
999,71
999,52
999,26
999,305
999,82
999,136
999,9
999,33
999,30
999,18
999,36
999,10
999,177
999,56
999,28
999,24
999,32
999,22
999,7
999,9
999,28
999,40
999,136
999,14
999,31
999,39
999,21
999,23
999,435
999,36
999,25
999,328
999,136
999,170
999,151
999,29
999,30
999,13
999,70
999,32
999,145
999,155
999,54
999,39
999,20
999,74
999,107
999,20
999,162
999,118
999,205
999,14
999,12
999,95
999,17
999,26
999,32
999,54
999,119
999,35
999,95
999,295
999,61
999,62
999,22
999,178
999,103
999,90
999,41
999,32
999,56
999,108
999,60
999,31
999,110
999,30
999,108
999,140
999,101
999,90
999,30
999,104
999,10
999,94
999,125
999,53
999,22
999,12
999,191
999,134
999,70
999,178
999,43
999,57
999,29
999,11
999,513
999,95
999,146
999,68
999,133
999,159
999,300
999,30
999,428
999,23
999,50
999,330
999,33
999,102
999,64
999,72
999,132
999,61
999,96
999,37
999,8
999,13
999,525
999,21
999,43
999,77
999,194
999,34
999,13
999,61
999,47
999,40
999,88
999,40
999,33
999,41
999,39
999,26
999,39
999,242
999,93
999,51
999,228
999,95
999,83
999,88
999,243
999,29
999,377
999,13
999,55
999,110
999,33
999,39
999,57
999,330
999,203
999,114
999,25
999,57
999,69
999,30
999,108
999,53
999,16
999,159
999,25
999,19
999,87
999,93
999,55
999,8
999,40
999,116
999,158
999,15
999,157
999,21
999,213
999,92
999,15
999,30
999,64
999,21
999,15
999,145
999,31
999,63
999,50
999,53
999,43
999,23
999,11
999,46
999,195
999,17
999,371
999,11
999,32
999,40
999,54
999,15
999,47
999,14
999,229
999,26
999,58
999,42
999,34
999,217
999,155
999,9
999,27
999,138
999,40
999,106
999,26
999,41
999,38
999,17
999,147
999,257
999,282
999,24
999,407
999,49
999,12
999,521
999,19
999,9
999,168
999,371
999,98
999,65
999,29
999,211
999,40
999,267
999,59
999,27
999,345
999,28
999,61
999,70
999,19
999,155
999,42
999,28
999,71
999,268
999,154
999,31
999,52
999,38
999,59
999,10
999,17
999,43
999,32
999,142
999,62
999,134
999,189
999,48
999,81
999,22
999,18
999,89
999,60
999,147
999,27
999,45
999,47
999,53
999,20
999,48
999,129
999,454
999,20
999,26
999,12
999,41
999,105
999,43
999,143
999,153
999,10
999,140
999,34
999,14
999,72
999,185
999,344
999,36
999,59
999,181
999,53
999,89
999,40
999,294
999,77
999,32
999,157
999,37
999,45
999,49
999,42
999,32
999,263
999,126
999,14
999,13
999,52
999,61
999,46
999,137
999,32
999,190
999,22
999,52
999,21
999,17
999,53
999,65
999,189
999,235
999,33
999,133
999,55
999,19
999,344
999,41
999,9
999,216
999,36
999,65
999,11
999,432
999,47
999,17
999,11
999,15
999,335
999,80
999,104
999,23
999,14
999,20
999,270
999,25
999,11
999,13
999,43
999,15
999,58
999,575
999,94
999,72
999,14
999,67
999,380
999,100
999,128
999,81
999,38
999,12
999,11
999,77
999,27
999,59
999,24
999,23
999,282
999,179
999,70
999,34
999,27
999,8
999,31
999,196
999,63
999,33
999,8
999,37
999,111
999,61
999,101
999,6
999,76
999,71
999,154
999,29
999,96
999,196
999,70
999,113
999,12
999,100
999,39
999,14
999,312
999,19
999,36
999,45
999,62
999,84
999,37
999,73
999,38
999,21
999,87
999,10
999,23
999,92
999,19
999,10
999,73
999,127
999,128
999,297
999,33
999,62
999,10
999,78
999,62
999,10
999,204
999,59
999,32
999,45
999,30
999,23
999,123
999,20
999,256
999,146
999,59
999,10
999,95
999,24
999,56
999,317
999,32
999,200
999,296
999,85
999,6
999,45
999,37
999,18
999,102
999,34
999,109
999,100
999,40
999,14
999,371
999,73
999,12
999,14
999,68
999,11
999,10
999,59
999,119
999,29
999,27
999,151
999,22
999,20
999,167
999,8
999,46
999,15
999,11
999,57
999,67
999,74
999,75
999,149
999,33
999,113
999,27
999,56
999,17
999,20
999,449
999,521
999,51
999,20
999,13
999,184
999,17
999,100
999,466
999,43
999,15
999,12
999,121
999,22
999,12
999,50
999,59
999,325
999,135
999,115
999,16
999,78
999,151
999,29
999,20
999,32
999,21
999,27
999,55
999,24
999,82
999,249
999,47
999,15
999,65
999,103
999,68
999,37
999,46
999,11
999,172
999,48
999,80
999,34
999,39
999,41
999,43
999,51
999,25
999,78
999,42
999,27
999,13
999,113
999,90
999,81
999,76
999,31
999,47
999,60
999,406
999,245
999,219
999,47
999,148
999,316
999,27
999,9
999,9
999,530
999,46
999,34
999,37
999,47
999,15
999,27
999,23
999,151
999,76
999,147
999,11
999,28
999,16
999,8
999,399
999,28
999,192
999,47
999,66
999,36
999,35
999,21
999,65
999,90
999,21
999,224
999,9
999,17
999,107
999,66
999,27
999,10
999,19
999,53
999,24
999,28
999,51
999,140
999,11
999,76
999,45
999,94
999,154
999,21
999,409
999,29
999,229
999,22
999,12
999,49
999,27
999,62
999,155
999,137
999,39
999,95
999,86
999,74
999,61
999,141
999,55
999,137
999,240
999,15
999,76
999,353
999,20
999,51
999,21
999,103
999,204
999,152
999,298
999,51
999,61
999,37
999,90
999,135
999,19
999,73
999,14
999,28
999,20
999,33
999,63
999,96
999,97
999,46
999,22
999,69
999,64
999,406
999,153
999,11
999,99
999,12
999,213
999,9
999,41
999,275
999,25
999,85
999,25
999,34
999,266
999,18
999,41
999,33
999,175
999,13
999,19
999,88
999,54
999,61
999,56
999,50
999,310
999,50
999,16
999,25
999,137
999,13
999,7
999,54
999,135
999,13
999,280
999,147
999,276
999,10
999,34
999,179
999,135
999,39
999,27
999,29
999,123
999,335
999,65
999,60
999,38
999,241
999,144
999,31
999,37
999,335
999,8
999,133
999,9
999,30
999,163
999,283
999,181
999,69
999,334
999,185
999,45
999,105
999,10
999,30
999,50
999,65
999,69
999,6
999,120
999,13
999,33
999,285
999,65
999,37
999,30
999,14
999,34
999,83
999,133
999,192
999,119
999,33
999,19
999,184
999,84
999,10
999,264
999,198
999,18
999,12
999,21
999,380
999,67
999,85
999,285
999,20
999,11
999,10
999,68
999,56
999,12
999,125
999,36
999,279
999,44
999,37
999,49
999,35
999,19
999,30
999,80
999,25
999,33
999,31
999,16
999,31
999,28
999,64
999,71
999,11
999,25
999,89
999,220
999,30
999,43
999,46
999,13
999,65
999,10
999,57
999,15
999,7
999,9
999,18
999,14
999,136
999,94
999,122
999,49
999,76
999,45
999,22
999,116
999,19
999,46
999,159
999,82
999,100
999,179
999,29
999,18
999,7
999,24
999,86
999,97
999,298
999,27
999,177
999,12
999,87
999,13
999,283
999,59
999,92
999,520
999,52
999,8
999,83
999,438
999,50
999,109
999,301
999,106
999,179
999,17
999,70
999,31
999,54
999,32
999,10
999,18
999,50
999,33
999,13
999,157
999,127
999,125
999,405
999,52
999,21
999,31
999,9
999,371
999,45
999,63
999,16
999,52
999,293
999,55
999,13
999,7
999,39
999,125
999,17
999,11
999,19
999,76
999,17
999,57
999,191
999,15
999,80
999,26
999,90
999,182
999,42
999,17
999,16
999,389
999,403
999,9
999,192
999,188
999,112
999,9
999,23
999,420
999,163
999,76
999,272
999,66
999,192
999,222
999,150
999,367
999,160
999,28
999,14
999,28
999,21
999,50
999,31
999,33
999,60
999,22
999,37
999,30
999,59
999,31
999,124
999,121
999,62
999,9
999,18
999,23
999,29
999,131
999,73
999,24
999,25
999,65
999,17
999,84
999,244
999,113
999,8
999,52
999,75
999,22
999,254
999,29
999,46
999,36
999,16
999,18
999,57
999,31
999,10
999,88
999,24
999,19
999,165
999,18
999,31
999,44
999,103
999,43
999,75
999,82
999,63
999,27
999,10
999,108
999,21
999,262
999,11
999,40
999,340
999,37
999,80
999,273
999,362
999,60
999,28
999,264
999,43
999,35
999,62
999,257
999,16
999,229
999,280
999,55
999,18
999,20
999,261
999,67
999,32
999,53
999,93
999,34
999,63
999,51
999,56
999,52
999,23
999,65
999,11
999,9
999,32
999,8
999,97
999,58
999,80
999,110
999,53
999,42
999,41
999,57
999,82
999,142
999,35
999,146
999,20
999,207
999,33
999,43
999,22
999,10
999,124
999,20
999,161
999,25
999,26
999,68
999,32
999,58
999,34
999,173
999,51
999,13
999,13
999,212
999,79
999,9
999,39
999,71
999,51
999,106
999,25
999,55
999,23
999,61
999,38
999,75
999,31
999,20
999,25
999,31
999,95
999,60
999,45
999,45
999,13
999,83
999,52
999,249
999,70
999,63
999,23
999,33
999,66
999,278
999,94
999,63
999,14
999,18
999,14
999,59
999,159
999,10
999,45
999,78
999,119
999,92
999,52
999,23
999,77
999,15
999,387
999,209
999,27
999,24
999,248
999,8
999,18
999,66
999,47
999,65
999,10
999,8
999,14
999,43
999,8
999,57
999,11
999,23
999,51
999,52
999,96
999,55
999,76
999,11
999,60
999,14
999,62
999,79
999,49
999,363
999,47
999,28
999,13
999,43
999,117
999,52
999,22
999,10
999,195
999,83
999,352
999,8
999,28
999,99
999,27
999,18
999,12
999,233
999,8
999,145
999,133
999,51
999,11
999,217
999,90
999,51
999,16
999,20
999,47
999,96
999,38
999,69
999,222
999,17
999,171
999,59
999,33
999,123
999,294
999,15
999,35
999,16
999,100
999,73
999,55
999,320
999,27
999,376
999,32
999,163
999,38
999,25
999,348
999,536
999,49
999,24
999,70
999,94
999,16
999,166
999,214
999,21
999,53
999,38
999,129
999,143
999,46
999,196
999,55
999,30
999,130
999,180
999,126
999,23
999,35
999,19
999,8
999,102
999,211
999,42
999,30
999,13
999,134
999,80
999,40
999,70
999,48
999,48
999,25
999,37
999,70
999,143
999,87
999,109
999,63
999,429
999,7
999,24
999,9
999,81
999,13
999,59
999,60
999,27
999,15
999,24
999,19
999,75
999,29
999,41
999,21
999,32
999,27
999,23
999,62
999,415
999,302
999,324
999,212
999,10
999,13
999,190
999,12
999,489
999,20
999,25
999,45
999,298
999,53
999,54
999,63
999,24
999,122
999,52
999,129
999,47
999,172
999,29
999,66
999,143
999,69
999,108
999,167
999,29
999,93
999,156
999,201
999,30
999,10
999,14
999,33
999,77
999,29
999,26
999,114
999,112
999,82
999,45
999,62
999,91
999,33
999,28
999,85
999,47
999,300
999,62
999,40
999,19
999,27
999,145
999,21
999,17
999,8
999,64
999,320
999,87
999,73
999,61
999,30
999,45
999,18
999,60
999,371
999,27
999,56
999,24
999,88
999,65
999,32
999,311
999,58
999,8
999,117
999,49
999,38
999,17
999,64
999,17
999,31
999,287
999,19
999,37
999,284
999,7
999,72
999,20
999,497
999,125
999,238
999,24
999,256
999,340
999,50
999,371
999,62
999,94
999,101
999,76
999,26
999,106
999,67
999,17
999,73
999,25
999,27
999,139
999,16
999,19
999,240
999,19
999,8
999,7
999,10
999,464
999,10
999,13
999,39
999,137
999,222
999,19
999,25
999,84
999,480
999,18
999,141
999,41
999,23
999,100
999,29
999,250
999,155
999,87
999,29
999,27
999,28
999,27
999,75
999,112
999,26
999,29
999,439
999,313
999,29
999,31
999,15
999,10
999,279
999,119
999,90
999,30
999,186
999,16
999,82
999,50
999,78
999,25
999,121
999,64
999,148
999,81
999,30
999,15
999,194
999,111
999,248
999,43
999,182
999,34
999,400
999,224
999,174
999,86
999,63
999,46
999,60
999,189
999,7
999,371
999,42
999,24
999,45
999,42
999,32
999,116
999,48
999,148
999,131
999,421
999,62
999,22
999,136
999,33
999,50
999,46
999,39
999,42
999,27
999,66
999,18
999,22
999,33
999,45
999,54
999,15
999,90
999,18
999,63
999,12
999,44
999,47
999,279
999,15
999,54
999,228
999,82
999,52
999,14
999,145
999,322
999,37
999,50
999,531
999,122
999,9
999,103
999,26
999,16
999,144
999,51
999,36
999,23
999,11
999,169
999,24
999,18
999,18
999,222
999,156
999,77
999,81
999,20
999,363
999,179
999,88
999,16
999,35
999,126
999,23
999,429
999,144
999,21
999,117
999,35
999,11
999,48
999,86
999,84
999,88
999,65
999,15
999,24
999,16
999,28
999,265
999,214
999,89
999,15
999,35
999,29
999,39
999,100
999,86
999,45
999,19
999,532
999,39
999,13
999,101
999,194
999,20
999,20
999,164
999,14
999,101
999,74
999,172
999,40
999,44
999,17
999,49
999,207
999,31
999,94
999,181
999,21
999,51
999,228
999,14
999,12
999,28
999,12
999,182
999,48
999,31
999,43
999,161
999,36
999,325
999,55
999,23
999,29
999,27
999,12
999,171
999,38
999,21
999,37
999,32
999,24
999,54
999,152
999,73
999,13
999,13
999,8
999,45
999,19
999,56
999,30
999,20
999,28
999,63
999,86
999,35
999,17
999,191
999,275
999,50
999,41
999,13
999,40
999,216
999,243
999,44
999,176
999,42
999,16
999,191
999,126
999,38
999,95
999,16
999,22
999,79
999,30
999,35
999,458
999,49
999,186
999,46
999,22
999,20
999,496
999,10
999,230
999,125
999,47
999,12
999,19
999,95
999,73
999,11
999,181
999,13
999,70
999,68
999,50
999,68
999,36
999,70
999,118
999,73
999,30
999,257
999,26
999,220
999,84
999,161
999,42
999,21
999,35
999,152
999,93
999,92
999,210
999,89
999,35
999,21
999,10
999,189
999,33
999,20
999,170
999,51
999,63
999,58
999,25
999,121
999,47
999,158
999,27
999,44
999,267
999,146
999,69
999,57
999,183
999,265
999,164
999,153
999,9
999,157
999,72
999,22
999,14
999,133
999,307
999,143
999,123
999,23
999,446
999,450
999,82
999,74
999,99
999,19
999,90
999,12
999,75
999,10
999,26
999,283
999,399
999,44
999,25
999,100
999,21
999,11
999,52
999,31
999,117
999,62
999,84
999,57
999,74
999,15
999,42
999,58
999,318
999,90
999,61
999,30
999,17
999,96
999,70
999,525
